cell_id,Cell,Batch,Cell_type,ExpLibSize,Group
Cell3288,Cell3288,Sample4,Cell_type3,50803.8762320636,Group3
Cell3290,Cell3290,Sample4,Cell_type1,52722.399805602,Group1
Cell3292,Cell3292,Sample4,Cell_type2,79086.7439261167,Group2
Cell3294,Cell3294,Sample4,Cell_type3,57229.0414490013,Group3
Cell3296,Cell3296,Sample4,Cell_type2,67676.9060503993,Group2
Cell3298,Cell3298,Sample4,Cell_type1,66499.1245855747,Group1
Cell3300,Cell3300,Sample4,Cell_type2,44749.5074469057,Group2
Cell3302,Cell3302,Sample4,Cell_type3,52624.669638746,Group3
Cell3304,Cell3304,Sample4,Cell_type2,49603.6248647602,Group2
Cell3306,Cell3306,Sample4,Cell_type1,97321.5379929131,Group1
Cell3308,Cell3308,Sample4,Cell_type2,52777.6169472965,Group2
Cell3310,Cell3310,Sample4,Cell_type2,73401.9503911135,Group2
Cell3312,Cell3312,Sample4,Cell_type1,60405.8593687569,Group1
Cell3314,Cell3314,Sample4,Cell_type3,57315.7577794853,Group3
Cell3316,Cell3316,Sample4,Cell_type3,52933.8464674127,Group3
Cell3318,Cell3318,Sample4,Cell_type1,54690.9316482619,Group1
Cell3320,Cell3320,Sample4,Cell_type1,48810.7448045544,Group1
Cell3322,Cell3322,Sample4,Cell_type3,73879.7066961771,Group3
Cell3324,Cell3324,Sample4,Cell_type3,70632.4027459795,Group3
Cell3326,Cell3326,Sample4,Cell_type3,70192.8055160877,Group3
Cell3328,Cell3328,Sample4,Cell_type3,59602.8977954999,Group3
Cell3330,Cell3330,Sample4,Cell_type3,68251.5475665458,Group3
Cell3332,Cell3332,Sample4,Cell_type1,66669.4265740721,Group1
Cell3334,Cell3334,Sample4,Cell_type3,89272.1169521469,Group3
Cell3336,Cell3336,Sample4,Cell_type1,50166.1550590931,Group1
Cell3338,Cell3338,Sample4,Cell_type1,68983.1695985359,Group1
Cell3340,Cell3340,Sample4,Cell_type3,65508.1469990419,Group3
Cell3342,Cell3342,Sample4,Cell_type2,74746.4660178097,Group2
Cell3344,Cell3344,Sample4,Cell_type3,69414.2065713812,Group3
Cell3346,Cell3346,Sample4,Cell_type2,46332.9625744192,Group2
Cell3348,Cell3348,Sample4,Cell_type3,75159.3286231781,Group3
Cell3350,Cell3350,Sample4,Cell_type3,66536.2382687597,Group3
Cell3352,Cell3352,Sample4,Cell_type3,68216.7487136227,Group3
Cell3354,Cell3354,Sample4,Cell_type2,78737.7169401516,Group2
Cell3356,Cell3356,Sample4,Cell_type3,64543.7406653704,Group3
Cell3358,Cell3358,Sample4,Cell_type1,62733.0699001405,Group1
Cell3360,Cell3360,Sample4,Cell_type2,51614.340144891,Group2
Cell3362,Cell3362,Sample4,Cell_type2,57401.5258601063,Group2
Cell3364,Cell3364,Sample4,Cell_type3,55677.675969264,Group3
Cell3366,Cell3366,Sample4,Cell_type3,48547.4375999725,Group3
Cell3368,Cell3368,Sample4,Cell_type3,51558.975802535,Group3
Cell3370,Cell3370,Sample4,Cell_type1,74314.5399211711,Group1
Cell3372,Cell3372,Sample4,Cell_type3,67207.4065776672,Group3
Cell3374,Cell3374,Sample4,Cell_type2,60421.5250465511,Group2
Cell3376,Cell3376,Sample4,Cell_type2,78234.3695963533,Group2
Cell3378,Cell3378,Sample4,Cell_type2,77873.9615990149,Group2
Cell3380,Cell3380,Sample4,Cell_type2,53879.9284619598,Group2
Cell3382,Cell3382,Sample4,Cell_type3,64743.2497516302,Group3
Cell3384,Cell3384,Sample4,Cell_type3,50299.1546639017,Group3
Cell3386,Cell3386,Sample4,Cell_type3,56301.2205090028,Group3
Cell3388,Cell3388,Sample4,Cell_type3,66850.4018332836,Group3
Cell3390,Cell3390,Sample4,Cell_type2,61920.2069895833,Group2
Cell3392,Cell3392,Sample4,Cell_type3,74265.1030735374,Group3
Cell3394,Cell3394,Sample4,Cell_type1,67227.6988046175,Group1
Cell3396,Cell3396,Sample4,Cell_type2,44614.4134930478,Group2
Cell3398,Cell3398,Sample4,Cell_type3,67341.4517630841,Group3
Cell3400,Cell3400,Sample4,Cell_type2,59010.9086658665,Group2
Cell3402,Cell3402,Sample4,Cell_type3,47414.2065719559,Group3
Cell3404,Cell3404,Sample4,Cell_type2,63659.910787602,Group2
Cell3406,Cell3406,Sample4,Cell_type2,59101.7336963295,Group2
Cell3408,Cell3408,Sample4,Cell_type2,69271.9086626617,Group2
Cell3410,Cell3410,Sample4,Cell_type3,63682.3871388611,Group3
Cell3412,Cell3412,Sample4,Cell_type3,72738.248776848,Group3
Cell3414,Cell3414,Sample4,Cell_type3,51184.8118332,Group3
Cell3416,Cell3416,Sample4,Cell_type2,47453.9965494699,Group2
Cell3418,Cell3418,Sample4,Cell_type1,48926.3534770166,Group1
Cell3420,Cell3420,Sample4,Cell_type2,81830.0839930578,Group2
Cell3422,Cell3422,Sample4,Cell_type1,82242.2968117367,Group1
Cell3424,Cell3424,Sample4,Cell_type3,55046.389072017,Group3
Cell3426,Cell3426,Sample4,Cell_type3,40750.7087589369,Group3
Cell3428,Cell3428,Sample4,Cell_type2,65278.843328063,Group2
Cell3430,Cell3430,Sample4,Cell_type1,63360.5877937002,Group1
Cell3432,Cell3432,Sample4,Cell_type3,58709.4459767809,Group3
Cell3434,Cell3434,Sample4,Cell_type2,67042.3829515012,Group2
Cell3436,Cell3436,Sample4,Cell_type2,51530.8302435215,Group2
Cell3438,Cell3438,Sample4,Cell_type3,72922.0082065537,Group3
Cell3440,Cell3440,Sample4,Cell_type2,75441.7893335609,Group2
Cell3442,Cell3442,Sample4,Cell_type2,73367.8458826274,Group2
Cell3444,Cell3444,Sample4,Cell_type3,69673.2950324197,Group3
Cell3446,Cell3446,Sample4,Cell_type2,66622.0433956132,Group2
Cell3448,Cell3448,Sample4,Cell_type1,61225.6611027305,Group1
Cell3450,Cell3450,Sample4,Cell_type3,62015.5188481002,Group3
Cell3452,Cell3452,Sample4,Cell_type3,62399.7449542496,Group3
Cell3454,Cell3454,Sample4,Cell_type3,44355.0973704127,Group3
Cell3456,Cell3456,Sample4,Cell_type1,32904.1527440191,Group1
Cell3458,Cell3458,Sample4,Cell_type1,49838.5001705135,Group1
Cell3460,Cell3460,Sample4,Cell_type3,59351.1847459741,Group3
Cell3462,Cell3462,Sample4,Cell_type3,50775.9246171447,Group3
Cell3464,Cell3464,Sample4,Cell_type3,45089.1791633022,Group3
Cell3466,Cell3466,Sample4,Cell_type3,53084.8099693374,Group3
Cell3468,Cell3468,Sample4,Cell_type1,59489.9111572465,Group1
Cell3470,Cell3470,Sample4,Cell_type3,63746.615087318,Group3
Cell3472,Cell3472,Sample4,Cell_type3,80464.7775008305,Group3
Cell3474,Cell3474,Sample4,Cell_type3,60773.6764644287,Group3
Cell3476,Cell3476,Sample4,Cell_type3,51965.1255380318,Group3
Cell3478,Cell3478,Sample4,Cell_type1,61416.4559192861,Group1
Cell3480,Cell3480,Sample4,Cell_type3,75763.2145358603,Group3
Cell3482,Cell3482,Sample4,Cell_type2,50663.6666307288,Group2
Cell3484,Cell3484,Sample4,Cell_type2,59748.2242552022,Group2
Cell3486,Cell3486,Sample4,Cell_type3,70968.4658611122,Group3
Cell3488,Cell3488,Sample4,Cell_type3,58929.9455339898,Group3
Cell3490,Cell3490,Sample4,Cell_type3,54907.7978201108,Group3
Cell3492,Cell3492,Sample4,Cell_type3,65097.0121318723,Group3
Cell3494,Cell3494,Sample4,Cell_type2,62354.4699088302,Group2
Cell3496,Cell3496,Sample4,Cell_type2,65602.4217596508,Group2
Cell3498,Cell3498,Sample4,Cell_type2,58575.3907911782,Group2
Cell3500,Cell3500,Sample4,Cell_type3,55933.9975088138,Group3
Cell3502,Cell3502,Sample4,Cell_type3,51881.5063609194,Group3
Cell3504,Cell3504,Sample4,Cell_type1,86324.8089028,Group1
Cell3506,Cell3506,Sample4,Cell_type3,89243.9301676168,Group3
Cell3508,Cell3508,Sample4,Cell_type3,80047.1873257304,Group3
Cell3510,Cell3510,Sample4,Cell_type1,49754.4706897756,Group1
Cell3512,Cell3512,Sample4,Cell_type2,39503.7419478636,Group2
Cell3514,Cell3514,Sample4,Cell_type3,49919.4292609733,Group3
Cell3516,Cell3516,Sample4,Cell_type3,75895.9394577857,Group3
Cell3518,Cell3518,Sample4,Cell_type3,41132.6742195859,Group3
Cell3520,Cell3520,Sample4,Cell_type3,56076.1383631156,Group3
Cell3522,Cell3522,Sample4,Cell_type3,52329.053835348,Group3
Cell3524,Cell3524,Sample4,Cell_type1,58499.7447977073,Group1
Cell3526,Cell3526,Sample4,Cell_type3,63256.1154893003,Group3
Cell3528,Cell3528,Sample4,Cell_type2,60530.0805620451,Group2
Cell3530,Cell3530,Sample4,Cell_type2,71747.0764997961,Group2
Cell3532,Cell3532,Sample4,Cell_type3,56119.0373167804,Group3
Cell3534,Cell3534,Sample4,Cell_type3,52578.281650337,Group3
Cell3536,Cell3536,Sample4,Cell_type1,41163.7807810715,Group1
Cell3538,Cell3538,Sample4,Cell_type3,49639.7026525228,Group3
Cell3540,Cell3540,Sample4,Cell_type2,67811.1561998104,Group2
Cell3542,Cell3542,Sample4,Cell_type3,66044.4576637732,Group3
Cell3544,Cell3544,Sample4,Cell_type1,77937.707063034,Group1
Cell3546,Cell3546,Sample4,Cell_type3,43041.0924886369,Group3
Cell3548,Cell3548,Sample4,Cell_type1,79655.3449589555,Group1
Cell3550,Cell3550,Sample4,Cell_type2,62258.4944777321,Group2
Cell3552,Cell3552,Sample4,Cell_type3,67854.2993714771,Group3
Cell3554,Cell3554,Sample4,Cell_type1,65879.0446648175,Group1
Cell3556,Cell3556,Sample4,Cell_type2,55595.0595445021,Group2
Cell3558,Cell3558,Sample4,Cell_type3,50137.0536775053,Group3
Cell3560,Cell3560,Sample4,Cell_type3,58055.4284754409,Group3
Cell3562,Cell3562,Sample4,Cell_type2,44746.3913325775,Group2
Cell3564,Cell3564,Sample4,Cell_type3,53749.914968235,Group3
Cell3566,Cell3566,Sample4,Cell_type3,60945.4686928969,Group3
Cell3568,Cell3568,Sample4,Cell_type3,86674.1906786713,Group3
Cell3570,Cell3570,Sample4,Cell_type1,63353.9944033503,Group1
Cell3572,Cell3572,Sample4,Cell_type3,63114.993677383,Group3
Cell3574,Cell3574,Sample4,Cell_type3,84956.7549525746,Group3
Cell3576,Cell3576,Sample4,Cell_type2,65622.9061367945,Group2
Cell3578,Cell3578,Sample4,Cell_type2,58931.2603845755,Group2
Cell3580,Cell3580,Sample4,Cell_type3,74318.2166117378,Group3
Cell3582,Cell3582,Sample4,Cell_type1,74991.024812272,Group1
Cell3584,Cell3584,Sample4,Cell_type2,64517.1202217548,Group2
Cell3586,Cell3586,Sample4,Cell_type1,68741.0610583054,Group1
Cell3588,Cell3588,Sample4,Cell_type3,43003.5731552061,Group3
Cell3590,Cell3590,Sample4,Cell_type3,76238.3839105786,Group3
Cell3592,Cell3592,Sample4,Cell_type2,53641.7678473097,Group2
Cell3594,Cell3594,Sample4,Cell_type3,57188.434409502,Group3
Cell3596,Cell3596,Sample4,Cell_type2,75668.1229119891,Group2
Cell3598,Cell3598,Sample4,Cell_type3,54207.3606240205,Group3
Cell3600,Cell3600,Sample4,Cell_type1,76508.675217647,Group1
Cell3602,Cell3602,Sample4,Cell_type2,68438.355881369,Group2
Cell3604,Cell3604,Sample4,Cell_type1,45732.9318145284,Group1
Cell3606,Cell3606,Sample4,Cell_type3,58656.780417277,Group3
Cell3608,Cell3608,Sample4,Cell_type2,70133.370470903,Group2
Cell3610,Cell3610,Sample4,Cell_type3,58799.0519943361,Group3
Cell3612,Cell3612,Sample4,Cell_type1,51794.2938846379,Group1
Cell3614,Cell3614,Sample4,Cell_type3,42371.6482202749,Group3
Cell3616,Cell3616,Sample4,Cell_type2,83961.0940726245,Group2
Cell3618,Cell3618,Sample4,Cell_type3,69242.0957524712,Group3
Cell3620,Cell3620,Sample4,Cell_type3,60819.2469311133,Group3
Cell3622,Cell3622,Sample4,Cell_type3,45933.2961904995,Group3
Cell3624,Cell3624,Sample4,Cell_type3,63579.8241037892,Group3
Cell3626,Cell3626,Sample4,Cell_type3,49796.7659393295,Group3
Cell3628,Cell3628,Sample4,Cell_type3,77247.8376504937,Group3
Cell3630,Cell3630,Sample4,Cell_type3,47125.1747552964,Group3
Cell3632,Cell3632,Sample4,Cell_type3,60935.5020968796,Group3
Cell3634,Cell3634,Sample4,Cell_type1,74672.525795534,Group1
Cell3636,Cell3636,Sample4,Cell_type3,70307.9022548566,Group3
Cell3638,Cell3638,Sample4,Cell_type3,56560.945832958,Group3
Cell3640,Cell3640,Sample4,Cell_type2,55958.480726227,Group2
Cell3642,Cell3642,Sample4,Cell_type3,61708.8513363856,Group3
Cell3644,Cell3644,Sample4,Cell_type3,72301.9628099891,Group3
Cell3646,Cell3646,Sample4,Cell_type1,61536.1130791502,Group1
Cell3648,Cell3648,Sample4,Cell_type3,64741.8828574787,Group3
Cell3650,Cell3650,Sample4,Cell_type2,60308.1634739143,Group2
Cell3652,Cell3652,Sample4,Cell_type1,56950.5336353436,Group1
Cell3654,Cell3654,Sample4,Cell_type3,63725.2787044251,Group3
Cell3656,Cell3656,Sample4,Cell_type2,72313.9919229889,Group2
Cell3658,Cell3658,Sample4,Cell_type2,71761.8250113274,Group2
Cell3660,Cell3660,Sample4,Cell_type3,59593.433819873,Group3
Cell3662,Cell3662,Sample4,Cell_type2,63900.7619022497,Group2
Cell3664,Cell3664,Sample4,Cell_type3,103522.833983222,Group3
Cell3666,Cell3666,Sample4,Cell_type1,52643.9941233453,Group1
Cell3668,Cell3668,Sample4,Cell_type3,69372.5976768412,Group3
Cell3670,Cell3670,Sample4,Cell_type1,55772.1620679232,Group1
Cell3672,Cell3672,Sample4,Cell_type2,78186.089180436,Group2
Cell3674,Cell3674,Sample4,Cell_type1,50942.4899483505,Group1
Cell3676,Cell3676,Sample4,Cell_type3,51744.4637653229,Group3
Cell3678,Cell3678,Sample4,Cell_type2,53068.6594805017,Group2
Cell3680,Cell3680,Sample4,Cell_type2,71902.3877917972,Group2
Cell3682,Cell3682,Sample4,Cell_type2,58250.3962711032,Group2
Cell3684,Cell3684,Sample4,Cell_type3,55649.7870543135,Group3
Cell3686,Cell3686,Sample4,Cell_type2,53570.1756411243,Group2
Cell3688,Cell3688,Sample4,Cell_type2,55266.0954121456,Group2
Cell3690,Cell3690,Sample4,Cell_type3,44157.562730488,Group3
Cell3692,Cell3692,Sample4,Cell_type2,55980.861788885,Group2
Cell3694,Cell3694,Sample4,Cell_type2,52793.9008786246,Group2
Cell3696,Cell3696,Sample4,Cell_type3,65534.3832499377,Group3
Cell3698,Cell3698,Sample4,Cell_type1,46885.1549561194,Group1
Cell3700,Cell3700,Sample4,Cell_type3,41114.2831952769,Group3
Cell3702,Cell3702,Sample4,Cell_type3,65568.2594663786,Group3
Cell3704,Cell3704,Sample4,Cell_type3,76467.1422956481,Group3
Cell3706,Cell3706,Sample4,Cell_type1,64786.2434219168,Group1
Cell3708,Cell3708,Sample4,Cell_type2,72257.641858153,Group2
Cell3710,Cell3710,Sample4,Cell_type3,54147.2702311707,Group3
Cell3712,Cell3712,Sample4,Cell_type3,51380.9340300999,Group3
Cell3714,Cell3714,Sample4,Cell_type3,62429.0177477967,Group3
Cell3716,Cell3716,Sample4,Cell_type3,61161.0420449518,Group3
Cell3718,Cell3718,Sample4,Cell_type2,55934.0569455404,Group2
Cell3720,Cell3720,Sample4,Cell_type1,53246.0027618545,Group1
Cell3722,Cell3722,Sample4,Cell_type1,64284.6647544591,Group1
Cell3724,Cell3724,Sample4,Cell_type3,59696.7043892693,Group3
Cell3726,Cell3726,Sample4,Cell_type3,78852.2894145659,Group3
Cell3728,Cell3728,Sample4,Cell_type1,57870.722260139,Group1
Cell3730,Cell3730,Sample4,Cell_type2,55738.217288602,Group2
Cell3732,Cell3732,Sample4,Cell_type3,74796.5079532333,Group3
Cell3734,Cell3734,Sample4,Cell_type3,48063.6331666651,Group3
Cell3736,Cell3736,Sample4,Cell_type2,68450.612221425,Group2
Cell3738,Cell3738,Sample4,Cell_type2,47991.2983628069,Group2
Cell3740,Cell3740,Sample4,Cell_type1,58288.6382807965,Group1
Cell3742,Cell3742,Sample4,Cell_type3,60405.876612961,Group3
Cell3744,Cell3744,Sample4,Cell_type2,68277.8103800527,Group2
Cell3746,Cell3746,Sample4,Cell_type1,74025.748349116,Group1
Cell3748,Cell3748,Sample4,Cell_type3,53778.7084038454,Group3
Cell3750,Cell3750,Sample4,Cell_type3,72285.5026993834,Group3
Cell3752,Cell3752,Sample4,Cell_type3,49162.6338679327,Group3
Cell3754,Cell3754,Sample4,Cell_type3,41564.6581805474,Group3
Cell3756,Cell3756,Sample4,Cell_type3,68261.6493674671,Group3
Cell3758,Cell3758,Sample4,Cell_type3,45669.8688155935,Group3
Cell3760,Cell3760,Sample4,Cell_type1,82121.4470758885,Group1
Cell3762,Cell3762,Sample4,Cell_type3,63794.6548573245,Group3
Cell3764,Cell3764,Sample4,Cell_type2,51953.1789510139,Group2
Cell3766,Cell3766,Sample4,Cell_type2,43929.2334961492,Group2
Cell3768,Cell3768,Sample4,Cell_type3,58319.0416401589,Group3
Cell3770,Cell3770,Sample4,Cell_type2,61235.3992476843,Group2
Cell3772,Cell3772,Sample4,Cell_type2,44074.4262338129,Group2
Cell3774,Cell3774,Sample4,Cell_type3,66165.2929513811,Group3
Cell3776,Cell3776,Sample4,Cell_type1,47603.688048873,Group1
Cell3778,Cell3778,Sample4,Cell_type2,55149.5102102682,Group2
Cell3780,Cell3780,Sample4,Cell_type3,54662.1126041224,Group3
Cell3782,Cell3782,Sample4,Cell_type3,94205.5374503739,Group3
Cell3784,Cell3784,Sample4,Cell_type1,73285.0187483313,Group1
Cell3786,Cell3786,Sample4,Cell_type3,61731.8339966854,Group3
Cell3788,Cell3788,Sample4,Cell_type3,58531.1515536996,Group3
Cell3790,Cell3790,Sample4,Cell_type1,60663.1044882504,Group1
Cell3792,Cell3792,Sample4,Cell_type3,89097.6572576484,Group3
Cell3794,Cell3794,Sample4,Cell_type2,55375.6471172183,Group2
Cell3796,Cell3796,Sample4,Cell_type3,65390.2467209187,Group3
Cell3798,Cell3798,Sample4,Cell_type2,68051.0413483387,Group2
Cell3800,Cell3800,Sample4,Cell_type2,40992.73378177,Group2
Cell3802,Cell3802,Sample4,Cell_type2,46264.1479846847,Group2
Cell3804,Cell3804,Sample4,Cell_type3,47007.8169956972,Group3
Cell3806,Cell3806,Sample4,Cell_type3,39252.7647684143,Group3
Cell3808,Cell3808,Sample4,Cell_type3,61419.4695787521,Group3
Cell3810,Cell3810,Sample4,Cell_type2,70391.1423912941,Group2
Cell3812,Cell3812,Sample4,Cell_type3,57502.6526317142,Group3
Cell3814,Cell3814,Sample4,Cell_type2,89320.937163963,Group2
Cell3816,Cell3816,Sample4,Cell_type3,52989.5185209607,Group3
Cell3818,Cell3818,Sample4,Cell_type1,54011.7179079693,Group1
Cell3820,Cell3820,Sample4,Cell_type2,54613.2010757736,Group2
Cell3822,Cell3822,Sample4,Cell_type3,85660.5883560086,Group3
Cell3824,Cell3824,Sample4,Cell_type3,52659.6149453438,Group3
Cell3826,Cell3826,Sample4,Cell_type3,73287.5328972489,Group3
Cell3828,Cell3828,Sample4,Cell_type3,81100.1442769252,Group3
Cell3830,Cell3830,Sample4,Cell_type3,61012.6050840767,Group3
Cell3832,Cell3832,Sample4,Cell_type1,57271.3459090065,Group1
Cell3834,Cell3834,Sample4,Cell_type2,35579.6709362757,Group2
Cell3836,Cell3836,Sample4,Cell_type1,64823.5648743857,Group1
Cell3838,Cell3838,Sample4,Cell_type2,68786.1708183362,Group2
Cell3840,Cell3840,Sample4,Cell_type3,46868.4735291128,Group3
Cell3842,Cell3842,Sample4,Cell_type3,54615.5951655449,Group3
Cell3844,Cell3844,Sample4,Cell_type2,58481.0929345616,Group2
Cell3846,Cell3846,Sample4,Cell_type2,73539.9394409472,Group2
Cell3848,Cell3848,Sample4,Cell_type3,39257.556571778,Group3
Cell3850,Cell3850,Sample4,Cell_type3,61412.3652854965,Group3
Cell3852,Cell3852,Sample4,Cell_type1,38719.1459573512,Group1
Cell3854,Cell3854,Sample4,Cell_type3,55717.1127067347,Group3
Cell3856,Cell3856,Sample4,Cell_type3,59753.3185287251,Group3
Cell3858,Cell3858,Sample4,Cell_type2,48659.1654856993,Group2
Cell3860,Cell3860,Sample4,Cell_type3,63230.9785767175,Group3
Cell3862,Cell3862,Sample4,Cell_type1,63412.2597123124,Group1
Cell3864,Cell3864,Sample4,Cell_type2,49864.5586403213,Group2
Cell3866,Cell3866,Sample4,Cell_type3,84593.7238428966,Group3
Cell3868,Cell3868,Sample4,Cell_type3,64827.7148095862,Group3
Cell3870,Cell3870,Sample4,Cell_type1,47548.6843875673,Group1
Cell3872,Cell3872,Sample4,Cell_type3,90000.3067865195,Group3
Cell3874,Cell3874,Sample4,Cell_type1,57979.2480875033,Group1
Cell3876,Cell3876,Sample4,Cell_type2,56660.2024584794,Group2
Cell3878,Cell3878,Sample4,Cell_type3,49295.5631692255,Group3
Cell3880,Cell3880,Sample4,Cell_type1,67399.2567922626,Group1
Cell3882,Cell3882,Sample4,Cell_type2,57914.6669110011,Group2
Cell3884,Cell3884,Sample4,Cell_type1,65244.8779680886,Group1
Cell3886,Cell3886,Sample4,Cell_type1,50794.1886650429,Group1
Cell3888,Cell3888,Sample4,Cell_type2,51745.0682980823,Group2
Cell3890,Cell3890,Sample4,Cell_type3,88344.7318658652,Group3
Cell3892,Cell3892,Sample4,Cell_type2,59435.6453377243,Group2
Cell3894,Cell3894,Sample4,Cell_type1,69480.2117640804,Group1
Cell3896,Cell3896,Sample4,Cell_type2,59663.6666752678,Group2
Cell3898,Cell3898,Sample4,Cell_type2,55812.265068604,Group2
Cell3900,Cell3900,Sample4,Cell_type3,66540.9179024259,Group3
Cell3902,Cell3902,Sample4,Cell_type3,47136.4410249704,Group3
Cell3904,Cell3904,Sample4,Cell_type1,55617.6424523555,Group1
Cell3906,Cell3906,Sample4,Cell_type3,72472.9571981833,Group3
Cell3908,Cell3908,Sample4,Cell_type2,62000.6984365003,Group2
Cell3910,Cell3910,Sample4,Cell_type3,68670.8316069455,Group3
Cell3912,Cell3912,Sample4,Cell_type2,43573.6472837175,Group2
Cell3914,Cell3914,Sample4,Cell_type3,53789.5791555971,Group3
Cell3916,Cell3916,Sample4,Cell_type2,61971.7391181075,Group2
Cell3918,Cell3918,Sample4,Cell_type3,62238.1985842638,Group3
Cell3920,Cell3920,Sample4,Cell_type3,60097.9326018434,Group3
Cell3922,Cell3922,Sample4,Cell_type3,61531.2811676856,Group3
Cell3924,Cell3924,Sample4,Cell_type1,63234.4547258705,Group1
Cell3926,Cell3926,Sample4,Cell_type2,47541.725580221,Group2
Cell3928,Cell3928,Sample4,Cell_type2,47014.8994989879,Group2
Cell3930,Cell3930,Sample4,Cell_type2,47554.2441581279,Group2
Cell3932,Cell3932,Sample4,Cell_type1,79749.3038177847,Group1
Cell3934,Cell3934,Sample4,Cell_type3,77835.4112550301,Group3
Cell3936,Cell3936,Sample4,Cell_type2,48676.3838644077,Group2
Cell3938,Cell3938,Sample4,Cell_type3,57537.1763266337,Group3
Cell3940,Cell3940,Sample4,Cell_type1,88958.9168119386,Group1
Cell3942,Cell3942,Sample4,Cell_type3,69328.6086186121,Group3
Cell3944,Cell3944,Sample4,Cell_type2,57773.0590482676,Group2
Cell3946,Cell3946,Sample4,Cell_type1,42662.1188421337,Group1
Cell3948,Cell3948,Sample4,Cell_type1,55801.043611041,Group1
Cell3950,Cell3950,Sample4,Cell_type2,70922.3109289341,Group2
Cell3952,Cell3952,Sample4,Cell_type2,52769.2621477933,Group2
Cell3954,Cell3954,Sample4,Cell_type3,45468.2853001124,Group3
Cell3956,Cell3956,Sample4,Cell_type2,75121.9482356278,Group2
Cell3958,Cell3958,Sample4,Cell_type2,44175.5706607811,Group2
Cell3960,Cell3960,Sample4,Cell_type3,53615.7598311455,Group3
Cell3962,Cell3962,Sample4,Cell_type3,78120.0951132567,Group3
Cell3964,Cell3964,Sample4,Cell_type1,52992.0082505552,Group1
Cell3966,Cell3966,Sample4,Cell_type1,63367.2106303603,Group1
Cell3968,Cell3968,Sample4,Cell_type3,54807.7317822299,Group3
Cell3970,Cell3970,Sample4,Cell_type3,51674.2600601089,Group3
Cell3972,Cell3972,Sample4,Cell_type3,84248.6218073659,Group3
Cell3974,Cell3974,Sample4,Cell_type1,74599.9442331409,Group1
Cell3976,Cell3976,Sample4,Cell_type1,62265.6403187072,Group1
Cell3978,Cell3978,Sample4,Cell_type1,54016.5997046734,Group1
Cell3980,Cell3980,Sample4,Cell_type3,44557.4101986282,Group3
Cell3982,Cell3982,Sample4,Cell_type3,43534.4807807727,Group3
Cell3984,Cell3984,Sample4,Cell_type3,41892.8388490334,Group3
Cell3986,Cell3986,Sample4,Cell_type3,66718.0423954155,Group3
Cell3988,Cell3988,Sample4,Cell_type2,48080.6711809056,Group2
